position_x,position_y,time
0,0,0.001998
0,0,0.002998
0,0,0.004
0,0,0.003993
0,0,0.003001
0,0,0.002996
0,0,0.002003
0,0,0.002017
0,0,0.001998
0,0,0.002
0,0,0.002001
0,0,0.001999
0,0,0.001996
0,0,0.002004
0,0,0.002998
0,0,0.002999
0,0,0.001999
0,0,0.002003
0,0,0.001997
0,0,0.001999
0,0,0.001997
0,0,0.001979
0,0,0.002998
0,0,0.002001
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.001999
0,0,0.002998
0,0,0.002001
0,0,0.003
0,0,0.002
0,0,0.001998
0,0,0.002
0,0,0.001998
0,0,0.002002
0,0,0.002999
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.002001
0,0,0.001998
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.002999
0,0,0.001999
0,0,0.002002
0,0,0.00199
0,0,0.002007
0,0,0.001993
0,0,0.003
0,0,0.003004
0,0,0.001996
0,0,0.002993
0,0,0.002004
0,0,0.002
0,0,0.002005
0,0,0.001997
0,0,0.002998
0,0,0.001998
0,0,0.002003
0,0,0.001999
0,0,0.001995
0,0,0.003004
0,0,0.001996
0,0,0.002011
0,0,0.002992
0,0,0.002
0,0,0.002999
0,0,0.003003
0,0,0.001997
0,0,0.002987
0,0,0.002008
0,0,0.002003
0,0,0.001988
0,0,0.003002
0,0,0.002992
0,0,0.002001
0,0,0.001997
0,0,0.001997
0,0,0.002001
0,0,0.001998
0,0,0.001998
0,0,0.001997
0,0,0.002003
0,0,0.001999
0,0,0.002002
0,0,0.001998
0,0,0.002003
0,0,0.001999
0,0,0.002999
0,0,0.002
0,0,0.001998
0,0,0.003001
0,0,0.001999
0,0,0.001997
0,0,0.002
0,0,0.001999
0,0,0.001999
0,0,0.001997
0,0,0.002
0,0,0.002
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.001977
0,0,0.002
0,0,0.002
0,0,0.002001
0,0,0.002
0,0,0.002
0,0,0.003
0,0,0.001999
0,0,0.001995
0,0,0.002003
0,0,0.001998
0,0,0.002001
0,0,0.003002
0,0,0.001997
0,0,0.001998
0,0,0.002005
0,0,0.002997
0,0,0.001999
0,0,0.002005
0,0,0.002001
0,0,0.002002
0,0,0.003003
0,0,0.001995
0,0,0.002995
0,0,0.002004
0,0,0.001994
0,0,0.004002
0,0,0.002998
0,0,0.001996
0,0,0.003001
0,0,0.002
0,0,0.001994
0,0,0.002997
0,0,0.003005
0,0,0.002
0,0,0.001988
0,0,0.002002
0,0,0.002003
0,0,0.002002
0,0,0.001994
0,0,0.002001
0,0,0.001996
0,0,0.002001
0,0,0.002996
0,0,0.003002
0,0,0.002997
0,0,0.001998
0,0,0.002001
0,0,0.001999
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.003
0,0,0.001999
0,0,0.001998
0,0,0.002
0,0,0.001998
0,0,0.002001
0,0,0.002999
0,0,0.002999
0,0,0.002001
0,0,0.001999
0,0,0.002001
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.002002
0,0,0.001998
0,0,0.001999
0,0,0.002001
0,0,0.002
0,0,0.001999
0,0,0.002997
0,0,0.002003
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.002
0,0,0.002
0,0,0.002002
0,0,0.002001
0,0,0.001999
0,0,0.002999
0,0,0.002001
0,0,0.002
0,0,0.003001
0,0,0.002995
0,0,0.002006
0,0,0.001996
0,0,0.001997
0,0,0.002006
0,0,0.002001
0,0,0.001996
0,0,0.002003
0,0,0.002999
0,0,0.003003
0,0,0.004007
0,0,0.002001
0,0,0.004003
0,0,0.002999
0,0,0.001994
0,0,0.003992
0,0,0.002001
0,0,0.001991
0,0,0.002
0,0,0.003004
0,0,0.001993
0,0,0.001998
0,0,0.001999
0,0,0.002005
0,0,0.001999
0,0,0.001999
0,0,0.002
0,0,0.002002
0,0,0.001995
0,0,0.001997
0,0,0.002003
0,0,0.002999
0,0,0.001999
0,0,0.002
0,0,0.001998
0,0,0.002001
0,0,0.001998
0,0,0.003002
0,0,0.001998
0,0,0.001997
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.002998
0,0,0.002002
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.002001
0,0,0.003001
0,0,0.001999
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.001997
0,0,0.002002
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.001998
0,0,0.003003
0,0,0.002998
0,0,0.002001
0,0,0.001996
0,0,0.002003
0,0,0.002003
0,0,0.002996
0,0,0.002004
0,0,0.002002
0,0,0.001992
0,0,0.003001
0,0,0.003002
0,0,0.002001
0,0,0.002009
0,0,0.001994
0,0,0.002001
0,0,0.002002
0,0,0.001995
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.001999
0,0,0.002
0,0,0.003001
0,0,0.001996
0,0,0.001997
0,0,0.002
0,0,0.002011
0,0,0.001981
0,0,0.001998
0,0,0.002003
0,0,0.001993
0,0,0.001997
0,0,0.003005
0,0,0.002997
0,0,0.001999
0,0,0.002001
0,0,0.002002
0,0,0.001996
0,0,0.003
0,0,0.001999
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.001997
0,0,0.002
0,0,0.001995
0,0,0.002003
0,0,0.001999
0,0,0.002
0,0,0.001999
0,0,0.003
0,0,0.001998
0,0,0.002001
0,0,0.002
0,0,0.002
0,0,0.003
0,0,0.002001
0,0,0.002998
0,0,0.001999
0,0,0.001999
0,0,0.002
0,0,0.001999
0,0,0.003
0,0,0.001997
0,0,0.001998
0,0,0.002
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.003002
0,0,0.001999
0,0,0.002
0,0,0.002001
0,0,0.001997
0,0,0.001999
0,0,0.002003
0,0,0.001998
0,0,0.002003
0,0,0.003997
0,0,0.003003
0,0,0.001994
0,0,0.003996
0,0,0.003002
0,0,0.002001
0,0,0.002994
0,0,0.002998
0,0,0.002006
0,0,0.001998
0,0,0.001999
0,0,0.002006
0,0,0.001992
0,0,0.001997
0,0,0.001997
0,0,0.003004
0,0,0.002
0,0,0.002993
0,0,0.002001
0,0,0.002007
0,0,0.002997
0,0,0.002998
0,0,0.003006
0,0,0.002003
0,0,0.002004
0,0,0.001998
0,0,0.002001
0,0,0.002
0,0,0.003001
0,0,0.001999
0,0,0.001999
0,0,0.002001
0,0,0.002
0,0,0.002998
0,0,0.002
0,0,0.001999
0,0,0.001999
0,0,0.001999
0,0,0.002002
0,0,0.001999
0,0,0.001999
0,0,0.002
0,0,0.002001
0,0,0.001998
0,0,0.003
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.002
0,0,0.002999
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.003
0,0,0.001999
0,0,0.002001
0,0,0.002
0,0,0.001999
0,0,0.002
0,0,0.001998
0,0,0.003005
0,0,0.002994
0,0,0.002004
0,0,0.001992
0,0,0.002003
0,0,0.002998
0,0,0.003002
0,0,0.002994
0,0,0.003005
0,0,0.001997
0,0,0.002
0,0,0.002003
0,0,0.001997
0,0,0.002999
0,0,0.002004
0,0,0.001997
0,0,0.003003
0,0,0.002999
0,0,0.001998
0,0,0.001998
0,0,0.001916
0,0,0.002999
0,0,0.001996
0,0,0.002006
0,0,0.002
0,0,0.00199
0,0,0.003002
0,0,0.002
0,0,0.002987
0,0,0.002
0,0,0.002022
0,0,0.001998
0,0,0.002002
0,0,0.001997
0,0,0.00198
0,0,0.001999
0,0,0.001988
0,0,0.002001
0,0,0.001999
0,0,0.001999
0,0,0.001998
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.002001
0,0,0.002001
0,0,0.002997
0,0,0.002001
0,0,0.003
0,0,0.002
0,0,0.002999
0,0,0.002001
0,0,0.002003
0,0,0.001999
0,0,0.001998
0,0,0.002
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.002001
0,0,0.001999
0,0,0.003001
0,0,0.001999
0,0,0.003
0,0,0.002
0,0,0.002002
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.002
0,0,0.002001
0,0,0.002
0,0,0.002999
0,0,0.002
0,0,0.002
0,0,0.002049
0,0,0.001996
0,0,0.003002
0,0,0.002998
0,0,0.003
0,0,0.001999
0,0,0.002001
0,0,0.002999
0,0,0.003001
0,0,0.002001
0,0,0.002006
0,0,0.002002
0,0,0.00299
0,0,0.003026
0,0,0.002985
0,0,0.003005
0,0,0.003001
0,0,0.001996
0,0,0.002002
0,0,0.001991
0,0,0.002004
0,0,0.001998
0,0,0.002003
0,0,0.001994
0,0,0.002999
0,0,0.002997
0,0,0.003003
0,0,0.001999
0,0,0.002
0,0,0.001996
0,0,0.003996
0,0,0.003999
0,0,0.001999
0,0,0.002003
0,0,0.001997
0,0,0.004001
0,0,0.001999
0,0,0.002001
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.001998
0,0,0.002001
0,0,0.002
0,0,0.003
0,0,0.002002
0,0,0.002
0,0,0.001999
0,0,0.002
0,0,0.002999
0,0,0.002
0,0,0.002
0,0,0.003001
0,0,0.002
0,0,0.002999
0,0,0.002
0,0,0.001999
0,0,0.003
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.002
0,0,0.001999
0,0,0.001998
0,0,0.002003
0,0,0.001998
0,0,0.002
0,0,0.003
0,0,0.002004
0,0,0.002006
0,0,0.002
0,0,0.003001
0,0,0.002
0,0,0.003
0,0,0.001989
0,0,0.003008
0,0,0.004003
0,0,0.002002
0,0,0.003002
0,0,0.002
0,0,0.003001
0,0,0.003001
0,0,0.002995
0,0,0.002003
0,0,0.002996
0,0,0.004003
0,0,0.003002
0,0,0.002001
0,0,0.002003
0,0,0.001991
0,0,0.002
0,0,0.002997
0,0,0.002003
0,0,0.001987
0,0,0.002996
0,0,0.00299
0,0,0.003004
0,0,0.002995
0,0,0.001999
0,0,0.001999
0,0,0.001999
0,0,0.001995
0,0,0.002001
0,0,0.001991
0,0,0.001998
0,0,0.002002
0,0,0.001998
0,0,0.003
0,0,0.002
0,0,0.002
0,0,0.002002
0,0,0.003997
0,0,0.003003
0,0,0.003001
0,0,0.001998
0,0,0.002003
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.001982
0,0,0.001982
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002001
0,0,0.001998
0,0,0.002
0,0,0.001999
0,0,0.002
0,0,0.002001
0,0,0.002996
0,0,0.002004
0,0,0.001999
0,0,0.002003
0,0,0.002001
0,0,0.002
0,0,0.003
0,0,0.003003
0,0,0.002998
0,0,0.002002
0,0,0.003988
0,0,0.002003
0,0,0.002006
0,0,0.001991
0,0,0.001997
0,0,0.002002
0,0,0.001997
0,0,0.002002
0,0,0.001991
0,0,0.002998
0,0,0.002003
0,0,0.002
0,0,0.002023
0,0,0.002003
0,0,0.002002
0,0,0.002
0,0,0.002003
0,0,0.002002
0,0,0.003
0,0,0.001995
0,0,0.002008
0,0,0.001999
0,0,0.002998
0,0,0.002006
0,0,0.003001
0,0,0.003996
0,0,0.001998
0,0,0.002996
0,0,0.002001
0,0,0.001995
0,0,0.002005
0,0,0.001996
0,0,0.002001
0,0,0.003
0,0,0.002
0,0,0.001988
0,0,0.001999
0,0,0.001999
0,0,0.003
0,0,0.002
0,0,0.002001
0,0,0.002999
0,0,0.002
0,0,0.002001
0,0,0.001999
0,0,0.001999
0,0,0.003
0,0,0.001999
0,0,0.001999
0,0,0.002002
0,0,0.001997
0,0,0.001997
0,0,0.002005
0,0,0.001999
0,0,0.002999
0,0,0.004
0,0,0.003002
0,0,0.001998
0,0,0.002
0,0,0.002001
0,0,0.001999
0,0,0.003
0,0,0.002
0,0,0.001997
0,0,0.002001
0,0,0.001999
0,0,0.002
0,0,0.002002
0,0,0.003
0,0,0.002003
0,0,0.002002
0,0,0.001997
0,0,0.001995
0,0,0.003027
0,0,0.002002
0,0,0.002004
0,0,0.001994
0,0,0.001989
0,0,0.003
0,0,0.002005
0,0,0.001997
0,0,0.003
0,0,0.002003
0,0,0.001996
0,0,0.001998
0,0,0.002008
0,0,0.002002
0,0,0.002998
0,0,0.001999
0,0,0.002001
0,0,0.001996
0,0,0.002004
0,0,0.001998
0,0,0.001994
0,0,0.002
0,0,0.003001
0,0,0.002999
0,0,0.002999
0,0,0.002002
0,0,0.001996
0,0,0.003005
0,0,0.001995
0,0,0.001993
0,0,0.002006
0,0,0.001998
0,0,0.001997
0,0,0.003001
0,0,0.001999
0,0,0.001999
0,0,0.002998
0,0,0.002004
0,0,0.001997
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.003
0,0,0.002
0,0,0.001999
0,0,0.002004
0,0,0.002
0,0,0.001999
0,0,0.002003
0,0,0.001999
0,0,0.001998
0,0,0.002001
0,0,0.001999
0,0,0.001999
0,0,0.002
0,0,0.003001
0,0,0.001999
0,0,0.003001
0,0,0.002
0,0,0.002003
